/home/kane/Downloads/tmp/data/IMG/center_2021_11_23_08_41_33_495.jpg, /home/kane/Downloads/tmp/data/IMG/left_2021_11_23_08_41_33_495.jpg, /home/kane/Downloads/tmp/data/IMG/right_2021_11_23_08_41_33_495.jpg, 0, 0, 0, 7.75054E-05
/home/kane/Downloads/tmp/data/IMG/center_2021_11_23_08_41_33_599.jpg, /home/kane/Downloads/tmp/data/IMG/left_2021_11_23_08_41_33_599.jpg, /home/kane/Downloads/tmp/data/IMG/right_2021_11_23_08_41_33_599.jpg, 0, 0, 0, 8.069325E-05
/home/kane/Downloads/tmp/data/IMG/center_2021_11_23_08_41_33_699.jpg, /home/kane/Downloads/tmp/data/IMG/left_2021_11_23_08_41_33_699.jpg, /home/kane/Downloads/tmp/data/IMG/right_2021_11_23_08_41_33_699.jpg, 0, 0, 0, 8.201425E-05
/home/kane/Downloads/tmp/data/IMG/center_2021_11_23_08_41_33_812.jpg, /home/kane/Downloads/tmp/data/IMG/left_2021_11_23_08_41_33_812.jpg, /home/kane/Downloads/tmp/data/IMG/right_2021_11_23_08_41_33_812.jpg, 0, 0, 0, 7.945132E-05
/home/kane/Downloads/tmp/data/IMG/center_2021_11_23_08_41_33_928.jpg, /home/kane/Downloads/tmp/data/IMG/left_2021_11_23_08_41_33_928.jpg, /home/kane/Downloads/tmp/data/IMG/right_2021_11_23_08_41_33_928.jpg, 0, 0, 0, 7.827566E-05
/home/kane/Downloads/tmp/data/IMG/center_2021_11_23_08_41_34_028.jpg, /home/kane/Downloads/tmp/data/IMG/left_2021_11_23_08_41_34_028.jpg, /home/kane/Downloads/tmp/data/IMG/right_2021_11_23_08_41_34_028.jpg, 0, 0, 0, 7.746028E-05
/home/kane/Downloads/tmp/data/IMG/center_2021_11_23_08_41_34_145.jpg, /home/kane/Downloads/tmp/data/IMG/left_2021_11_23_08_41_34_145.jpg, /home/kane/Downloads/tmp/data/IMG/right_2021_11_23_08_41_34_145.jpg, 0, 0, 0, 7.992439E-05
/home/kane/Downloads/tmp/data/IMG/center_2021_11_23_08_41_34_262.jpg, /home/kane/Downloads/tmp/data/IMG/left_2021_11_23_08_41_34_262.jpg, /home/kane/Downloads/tmp/data/IMG/right_2021_11_23_08_41_34_262.jpg, 0, 0, 0, 7.794707E-05
/home/kane/Downloads/tmp/data/IMG/center_2021_11_23_08_41_34_378.jpg, /home/kane/Downloads/tmp/data/IMG/left_2021_11_23_08_41_34_378.jpg, /home/kane/Downloads/tmp/data/IMG/right_2021_11_23_08_41_34_378.jpg, 0, 0, 0, 7.816142E-05
/home/kane/Downloads/tmp/data/IMG/center_2021_11_23_08_41_34_483.jpg, /home/kane/Downloads/tmp/data/IMG/left_2021_11_23_08_41_34_483.jpg, /home/kane/Downloads/tmp/data/IMG/right_2021_11_23_08_41_34_483.jpg, 0, 0.1614776, 0, 0.07182509
